CPT only copyright 2018 American Medical Association. All rights reserved.,,,,,
,,,,,
"""2018 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)""
",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17930,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
CARDIOVASCULAR,33010,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,33010,OTHER,"6,344","$619,290.70","$480,735.06"
CARDIOVASCULAR,35518,80S,N/A,$780.39,$611.85
CARDIOVASCULAR,35518,OTHER,14,"$14,843.30","$11,753.21"
CARDIOVASCULAR,35518,TOTAL,20,"$15,623.69","$12,365.06"
CARDIOVASCULAR,35521,80S,N/A,"$1,450.60","$1,137.28"
CARDIOVASCULAR,35521,OTHER,21,"$23,287.50","$18,209.75"
CARDIOVASCULAR,35521,TOTAL,29,"$24,738.10","$19,347.03"
CARDIOVASCULAR,35522,80S,14,"$2,723.69","$2,135.36"
CARDIOVASCULAR,35522,OTHER,88,"$110,533.34","$85,722.52"
CARDIOVASCULAR,35522,TOTAL,102,"$113,257.03","$87,857.88"
CARDIOVASCULAR,35523,80S,30,"$5,832.96","$4,486.01"
CARDIOVASCULAR,35523,OTHER,125,"$158,097.42","$122,583.20"
CARDIOVASCULAR,35523,TOTAL,155,"$163,930.38","$127,069.21"
CARDIOVASCULAR,35525,80S,28,"$4,338.67","$3,395.06"
CARDIOVASCULAR,35525,OTHER,130,"$143,781.28","$112,536.76"
CARDIOVASCULAR,35525,TOTAL,158,"$148,119.95","$115,931.82"
CARDIOVASCULAR,35526,80S,N/A,$692.08,$540.77
CARDIOVASCULAR,35526,OTHER,N/A,"$11,785.41","$9,239.76"
CARDIOVASCULAR,35526,TOTAL,12,"$12,477.49","$9,780.53"
CARDIOVASCULAR,35531,80S,20,"$5,992.20","$4,693.06"
CARDIOVASCULAR,35531,OTHER,53,"$102,816.88","$78,908.03"
CARDIOVASCULAR,35531,TOTAL,73,"$108,809.08","$83,601.09"
CARDIOVASCULAR,35533,80S,N/A,"$1,670.79","$1,309.92"
CARDIOVASCULAR,35533,OTHER,25,"$37,141.91","$27,786.04"
CARDIOVASCULAR,35533,TOTAL,32,"$38,812.70","$29,095.96"
CARDIOVASCULAR,35535,80S,N/A,$753.79,$590.97
CARDIOVASCULAR,35535,OTHER,18,"$30,362.01","$23,803.78"
CARDIOVASCULAR,35535,TOTAL,21,"$31,115.80","$24,394.75"
CARDIOVASCULAR,35536,80S,N/A,$311.99,$244.60
CARDIOVASCULAR,35536,OTHER,N/A,"$2,818.13","$2,209.42"
CARDIOVASCULAR,35536,TOTAL,N/A,"$3,130.12","$2,454.02"
CARDIOVASCULAR,35537,80S,N/A,$131.95,$110.31
CARDIOVASCULAR,35537,OTHER,N/A,"$12,827.88","$10,079.63"
CARDIOVASCULAR,35537,TOTAL,N/A,"$12,959.83","$10,189.94"
CARDIOVASCULAR,35538,80S,N/A,"$1,375.77","$1,078.60"
CARDIOVASCULAR,35538,OTHER,14,"$28,897.36","$22,604.06"
CARDIOVASCULAR,35538,TOTAL,18,"$30,273.13","$23,682.66"
CARDIOVASCULAR,35539,80S,N/A,"$2,648.63","$1,845.99"
CARDIOVASCULAR,35539,OTHER,16,"$31,648.34","$23,066.60"
CARDIOVASCULAR,35539,TOTAL,24,"$34,296.97","$24,912.59"
CARDIOVASCULAR,35540,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,35540,OTHER,39,"$95,654.06","$75,208.61"
CARDIOVASCULAR,35540,TOTAL,39,"$95,654.06","$75,208.61"
CARDIOVASCULAR,35556,80S,843,"$175,582.07","$136,082.28"
CARDIOVASCULAR,35556,OTHER,"2,740","$3,901,772.47","$3,031,144.01"
CARDIOVASCULAR,35556,TOTAL,"3,583","$4,077,354.54","$3,167,226.29"
CARDIOVASCULAR,35558,80S,46,"$7,903.36","$6,192.36"
CARDIOVASCULAR,35558,OTHER,204,"$234,382.03","$183,746.75"
CARDIOVASCULAR,35558,TOTAL,250,"$242,285.39","$189,939.11"
CARDIOVASCULAR,35560,80S,N/A,"$1,419.95","$1,112.16"
CARDIOVASCULAR,35560,OTHER,21,"$23,224.11","$18,193.97"
CARDIOVASCULAR,35560,TOTAL,29,"$24,644.06","$19,306.13"
CARDIOVASCULAR,35563,OTHER,N/A,"$8,909.92","$6,985.35"
CARDIOVASCULAR,35563,TOTAL,N/A,"$8,909.92","$6,985.35"
CARDIOVASCULAR,35565,80S,29,"$5,830.24","$4,573.90"
CARDIOVASCULAR,35565,OTHER,146,"$175,825.89","$136,961.65"
CARDIOVASCULAR,35565,TOTAL,175,"$181,656.13","$141,535.55"
CARDIOVASCULAR,35566,80S,755,"$192,297.60","$149,705.30"
CARDIOVASCULAR,35566,OTHER,"2,645","$4,510,453.06","$3,500,755.13"
CARDIOVASCULAR,35566,TOTAL,"3,400","$4,702,750.66","$3,650,460.43"
CARDIOVASCULAR,35570,80S,14,"$3,080.30","$2,414.97"
CARDIOVASCULAR,35570,OTHER,76,"$107,121.49","$83,956.36"
CARDIOVASCULAR,35570,TOTAL,90,"$110,201.79","$86,371.33"
CARDIOVASCULAR,35571,80S,257,"$52,259.00","$40,484.95"
CARDIOVASCULAR,35571,OTHER,"1,092","$1,480,966.98","$1,152,655.15"
CARDIOVASCULAR,35571,TOTAL,"1,349","$1,533,225.98","$1,193,140.10"
CARDIOVASCULAR,35572,80S,131,"$7,115.69","$5,499.58"
CARDIOVASCULAR,35572,OTHER,350,"$125,855.37","$97,865.96"
CARDIOVASCULAR,35572,TOTAL,481,"$132,971.06","$103,365.54"
CARDIOVASCULAR,35583,80S,214,"$47,139.27","$36,380.87"
CARDIOVASCULAR,35583,OTHER,810,"$1,178,612.58","$913,579.76"
CARDIOVASCULAR,35583,TOTAL,"1,024","$1,225,751.85","$949,960.63"
CARDIOVASCULAR,35585,80S,234,"$59,775.22","$46,434.11"
CARDIOVASCULAR,35585,OTHER,918,"$1,544,131.68","$1,200,046.34"
CARDIOVASCULAR,35585,TOTAL,"1,152","$1,603,906.90","$1,246,480.45"
CARDIOVASCULAR,35587,80S,24,"$4,994.86","$3,915.96"
CARDIOVASCULAR,35587,OTHER,126,"$170,026.24","$131,425.10"
CARDIOVASCULAR,35587,TOTAL,150,"$175,021.10","$135,341.06"
CARDIOVASCULAR,35600,80S,"1,082","$41,046.12","$31,963.39"
CARDIOVASCULAR,35600,OTHER,"2,148","$571,413.59","$443,212.37"
CARDIOVASCULAR,35600,TOTAL,"3,230","$612,459.71","$475,175.76"
CARDIOVASCULAR,35601,80S,41,"$8,594.26","$6,735.95"
CARDIOVASCULAR,35601,OTHER,131,"$183,938.23","$140,055.52"
CARDIOVASCULAR,35601,TOTAL,172,"$192,532.49","$146,791.47"
CARDIOVASCULAR,35606,80S,212,"$35,499.06","$26,895.35"
CARDIOVASCULAR,35606,OTHER,779,"$853,315.77","$659,780.74"
CARDIOVASCULAR,35606,TOTAL,991,"$888,814.83","$686,676.09"
CARDIOVASCULAR,35612,80S,N/A,$255.09,$199.99
CARDIOVASCULAR,35612,OTHER,N/A,"$5,899.65","$4,742.41"
CARDIOVASCULAR,35612,TOTAL,11,"$6,154.74","$4,942.40"
CARDIOVASCULAR,35616,80S,N/A,"$1,041.07",$814.82
CARDIOVASCULAR,35616,OTHER,28,"$30,832.85","$24,126.91"
CARDIOVASCULAR,35616,TOTAL,35,"$31,873.92","$24,941.73"
CARDIOVASCULAR,35621,80S,141,"$21,995.69","$17,099.04"
CARDIOVASCULAR,35621,OTHER,509,"$529,802.11","$411,924.80"
CARDIOVASCULAR,35621,TOTAL,650,"$551,797.80","$429,023.84"
CARDIOVASCULAR,35623,80S,12,"$2,403.66","$1,884.46"
CARDIOVASCULAR,35623,OTHER,49,"$65,208.51","$50,860.06"
CARDIOVASCULAR,35623,TOTAL,61,"$67,612.17","$52,744.52"
CARDIOVASCULAR,35626,80S,83,"$12,380.97","$9,695.58"
CARDIOVASCULAR,35626,OTHER,272,"$273,494.75","$211,918.83"
CARDIOVASCULAR,35626,TOTAL,355,"$285,875.72","$221,614.41"
CARDIOVASCULAR,35631,80S,166,"$39,597.60","$30,684.58"
CARDIOVASCULAR,35631,OTHER,547,"$803,904.28","$629,507.52"
CARDIOVASCULAR,35631,TOTAL,713,"$843,501.88","$660,192.10"
CARDIOVASCULAR,35632,80S,N/A,$906.13,$710.41
CARDIOVASCULAR,35632,OTHER,17,"$19,548.32","$15,325.89"
CARDIOVASCULAR,35632,TOTAL,23,"$20,454.45","$16,036.30"
CARDIOVASCULAR,35633,80S,42,"$12,839.88","$10,063.82"
CARDIOVASCULAR,35633,OTHER,128,"$248,761.88","$194,937.70"
CARDIOVASCULAR,35633,TOTAL,170,"$261,601.76","$205,001.52"
CARDIOVASCULAR,35634,80S,N/A,"$2,727.91","$2,138.68"
CARDIOVASCULAR,35634,OTHER,32,"$54,828.55","$42,480.32"
CARDIOVASCULAR,35634,TOTAL,41,"$57,556.46","$44,619.00"
CARDIOVASCULAR,35636,80S,N/A,$488.12,$382.68
CARDIOVASCULAR,35636,OTHER,N/A,"$2,819.60","$2,210.57"
CARDIOVASCULAR,35636,TOTAL,N/A,"$3,307.72","$2,593.25"
CARDIOVASCULAR,35637,80S,16,"$3,806.59","$2,759.12"
CARDIOVASCULAR,35637,OTHER,51,"$77,489.88","$58,243.97"
CARDIOVASCULAR,35637,TOTAL,67,"$81,296.47","$61,003.09"
CARDIOVASCULAR,35638,80S,70,"$17,051.79","$13,308.86"
CARDIOVASCULAR,35638,OTHER,173,"$262,705.07","$205,260.63"
CARDIOVASCULAR,35638,TOTAL,243,"$279,756.86","$218,569.49"
CARDIOVASCULAR,35642,80S,N/A,$136.39,$106.93
CARDIOVASCULAR,35642,OTHER,N/A,"$1,461.74","$1,146.00"
CARDIOVASCULAR,35642,TOTAL,N/A,"$1,598.13","$1,252.93"
CARDIOVASCULAR,35645,OTHER,N/A,"$1,434.26","$1,124.46"
CARDIOVASCULAR,35645,TOTAL,N/A,"$1,434.26","$1,124.46"
CARDIOVASCULAR,35646,80S,600,"$155,317.33","$120,053.64"
CARDIOVASCULAR,35646,OTHER,"1,423","$2,361,857.61","$1,830,126.41"
CARDIOVASCULAR,35646,TOTAL,"2,023","$2,517,174.94","$1,950,180.05"
CARDIOVASCULAR,35647,80S,51,"$11,037.66","$8,575.02"
CARDIOVASCULAR,35647,OTHER,135,"$180,845.90","$140,395.48"
CARDIOVASCULAR,35647,TOTAL,186,"$191,883.56","$148,970.50"
CARDIOVASCULAR,35650,80S,13,"$2,044.74","$1,603.07"
CARDIOVASCULAR,35650,OTHER,54,"$60,481.02","$47,274.20"
CARDIOVASCULAR,35650,TOTAL,67,"$62,525.76","$48,877.27"
CARDIOVASCULAR,35654,80S,234,"$46,099.28","$35,655.95"
CARDIOVASCULAR,35654,OTHER,724,"$951,061.61","$742,612.67"
CARDIOVASCULAR,35654,TOTAL,958,"$997,160.89","$778,268.62"
CARDIOVASCULAR,35656,80S,"1,696","$257,196.87","$200,026.42"
CARDIOVASCULAR,35656,OTHER,"5,760","$5,950,093.50","$4,622,933.38"
CARDIOVASCULAR,35656,TOTAL,"7,456","$6,207,290.37","$4,822,959.80"
CARDIOVASCULAR,35661,80S,792,"$116,030.17","$89,822.95"
CARDIOVASCULAR,35661,OTHER,"2,675","$2,617,658.78","$2,036,320.35"
CARDIOVASCULAR,35661,TOTAL,"3,467","$2,733,688.95","$2,126,143.30"
CARDIOVASCULAR,35663,80S,16,"$2,093.27","$1,641.14"
CARDIOVASCULAR,35663,OTHER,46,"$38,074.47","$29,850.39"
CARDIOVASCULAR,35663,TOTAL,62,"$40,167.74","$31,491.53"
CARDIOVASCULAR,35665,80S,242,"$38,619.49","$29,653.98"
CARDIOVASCULAR,35665,OTHER,897,"$946,271.91","$732,360.75"
CARDIOVASCULAR,35665,TOTAL,"1,139","$984,891.40","$762,014.73"
CARDIOVASCULAR,35666,80S,565,"$107,190.55","$82,791.41"
CARDIOVASCULAR,35666,OTHER,"1,991","$2,533,412.76","$1,972,207.24"
CARDIOVASCULAR,35666,TOTAL,"2,556","$2,640,603.31","$2,054,998.65"
CARDIOVASCULAR,35671,80S,60,"$9,512.32","$7,451.75"
CARDIOVASCULAR,35671,OTHER,186,"$198,655.75","$155,516.32"
CARDIOVASCULAR,35671,TOTAL,246,"$208,168.07","$162,968.07"
CARDIOVASCULAR,35681,80S,59,$714.36,$559.19
CARDIOVASCULAR,35681,OTHER,265,"$22,314.73","$17,396.93"
CARDIOVASCULAR,35681,TOTAL,324,"$23,029.09","$17,956.12"
CARDIOVASCULAR,35682,80S,22,"$1,223.22",$958.98
CARDIOVASCULAR,35682,OTHER,229,"$83,231.66","$64,958.19"
CARDIOVASCULAR,35682,TOTAL,251,"$84,454.88","$65,917.17"
CARDIOVASCULAR,35683,80S,N/A,$117.38,$92.02
CARDIOVASCULAR,35683,OTHER,13,"$5,435.27","$4,252.21"
CARDIOVASCULAR,35683,TOTAL,15,"$5,552.65","$4,344.23"
CARDIOVASCULAR,35685,80S,70,"$2,170.80","$1,701.14"
CARDIOVASCULAR,35685,OTHER,376,"$79,769.56","$62,257.30"
CARDIOVASCULAR,35685,TOTAL,446,"$81,940.36","$63,958.44"
CARDIOVASCULAR,35686,80S,14,$343.59,$269.39
CARDIOVASCULAR,35686,OTHER,55,"$9,475.45","$7,287.47"
CARDIOVASCULAR,35686,TOTAL,69,"$9,819.04","$7,556.86"
CARDIOVASCULAR,35691,80S,N/A,$762.42,$596.71
CARDIOVASCULAR,35691,OTHER,46,"$35,091.45","$27,215.59"
CARDIOVASCULAR,35691,TOTAL,54,"$35,853.87","$27,812.30"
CARDIOVASCULAR,35693,80S,N/A,$118.48,$92.89
CARDIOVASCULAR,35693,OTHER,11,"$5,156.16","$4,042.43"
CARDIOVASCULAR,35693,TOTAL,13,"$5,274.64","$4,135.32"
CARDIOVASCULAR,35694,80S,20,"$2,778.74","$2,175.95"
CARDIOVASCULAR,35694,OTHER,69,"$63,373.77","$49,511.04"
CARDIOVASCULAR,35694,TOTAL,89,"$66,152.51","$51,686.99"
CARDIOVASCULAR,35695,80S,N/A,$571.91,$448.39
CARDIOVASCULAR,35695,OTHER,24,"$19,215.43","$15,064.89"
CARDIOVASCULAR,35695,TOTAL,28,"$19,787.34","$15,513.28"
CARDIOVASCULAR,35697,80S,58,"$1,349.52","$1,057.07"
CARDIOVASCULAR,35697,OTHER,185,"$27,699.28","$21,537.26"
CARDIOVASCULAR,35697,TOTAL,243,"$29,048.80","$22,594.33"
CARDIOVASCULAR,35700,80S,437,"$10,072.01","$7,833.32"
CARDIOVASCULAR,35700,OTHER,"1,762","$276,184.16","$214,821.23"
CARDIOVASCULAR,35700,TOTAL,"2,199","$286,256.17","$222,654.55"
CARDIOVASCULAR,35701,80S,94,"$5,891.48","$4,537.45"
CARDIOVASCULAR,35701,OTHER,766,"$286,857.93","$223,758.55"
CARDIOVASCULAR,35701,TOTAL,860,"$292,749.41","$228,296.00"
CARDIOVASCULAR,35721,80S,106,"$5,467.28","$4,277.84"
CARDIOVASCULAR,35721,OTHER,546,"$203,468.39","$158,045.50"
CARDIOVASCULAR,35721,TOTAL,652,"$208,935.67","$162,323.34"
CARDIOVASCULAR,35741,80S,33,"$2,030.60","$1,600.36"
CARDIOVASCULAR,35741,OTHER,194,"$74,483.62","$58,012.09"
CARDIOVASCULAR,35741,TOTAL,227,"$76,514.22","$59,612.45"
CARDIOVASCULAR,35761,80S,224,"$9,269.17","$7,121.01"
CARDIOVASCULAR,35761,OTHER,"1,842","$558,901.68","$434,259.55"
CARDIOVASCULAR,35761,TOTAL,"2,066","$568,170.85","$441,380.56"
CARDIOVASCULAR,35800,80S,167,"$16,836.85","$13,114.63"
CARDIOVASCULAR,35800,OTHER,"1,405","$868,390.46","$676,233.97"
CARDIOVASCULAR,35800,TOTAL,"1,572","$885,227.31","$689,348.60"
CARDIOVASCULAR,35820,80S,"1,480","$428,004.86","$333,621.17"
CARDIOVASCULAR,35820,SG,N/A,$0.00,$0.00
CARDIOVASCULAR,35820,OTHER,"4,251","$7,564,204.92","$5,884,952.99"
CARDIOVASCULAR,35820,TOTAL,"5,731","$7,992,209.78","$6,218,574.16"
CARDIOVASCULAR,35840,80S,218,"$40,659.74","$31,716.15"
CARDIOVASCULAR,35840,OTHER,"1,145","$1,200,525.38","$934,317.88"
CARDIOVASCULAR,35840,TOTAL,"1,363","$1,241,185.12","$966,034.03"
CARDIOVASCULAR,35860,80S,328,"$38,068.92","$29,433.97"
CARDIOVASCULAR,35860,OTHER,"2,489","$1,882,391.63","$1,464,145.18"
CARDIOVASCULAR,35860,TOTAL,"2,817","$1,920,460.55","$1,493,579.15"
CARDIOVASCULAR,35870,80S,N/A,$788.83,$618.45
CARDIOVASCULAR,35870,OTHER,30,"$23,127.90","$18,010.48"
CARDIOVASCULAR,35870,TOTAL,36,"$23,916.73","$18,628.93"
CARDIOVASCULAR,35875,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,35875,OTHER,"1,597","$767,195.31","$594,063.92"
CARDIOVASCULAR,35875,TOTAL,"1,597","$767,195.31","$594,063.92"
CARDIOVASCULAR,35876,80S,207,"$26,207.89","$20,296.24"
CARDIOVASCULAR,35876,OTHER,946,"$775,194.85","$601,243.62"
CARDIOVASCULAR,35876,TOTAL,"1,153","$801,402.74","$621,539.86"
CARDIOVASCULAR,35879,80S,50,"$6,240.89","$4,844.65"
CARDIOVASCULAR,35879,OTHER,233,"$192,980.03","$148,702.96"
CARDIOVASCULAR,35879,TOTAL,283,"$199,220.92","$153,547.61"
CARDIOVASCULAR,35881,80S,39,"$5,558.32","$4,356.31"
CARDIOVASCULAR,35881,OTHER,139,"$132,575.74","$103,889.81"
CARDIOVASCULAR,35881,TOTAL,178,"$138,134.06","$108,246.12"
CARDIOVASCULAR,35883,80S,115,"$20,064.28","$15,600.71"
CARDIOVASCULAR,35883,OTHER,400,"$465,122.04","$361,938.90"
CARDIOVASCULAR,35883,TOTAL,515,"$485,186.32","$377,539.61"
CARDIOVASCULAR,35884,80S,N/A,"$1,178.06",$923.60
CARDIOVASCULAR,35884,OTHER,49,"$54,817.43","$42,800.38"
CARDIOVASCULAR,35884,TOTAL,57,"$55,995.49","$43,723.98"
CARDIOVASCULAR,35901,80S,12,$724.46,$567.98
CARDIOVASCULAR,35901,OTHER,54,"$19,972.55","$15,607.52"
CARDIOVASCULAR,35901,TOTAL,66,"$20,697.01","$16,175.50"
CARDIOVASCULAR,35903,80S,871,"$59,225.18","$46,174.70"
CARDIOVASCULAR,35903,SG,N/A,$0.00,$0.00
CARDIOVASCULAR,35903,OTHER,"6,821","$3,306,329.34","$2,576,187.32"
CARDIOVASCULAR,35903,TOTAL,"7,692","$3,365,554.52","$2,622,362.02"
CARDIOVASCULAR,35905,80S,25,"$4,745.93","$3,720.78"
CARDIOVASCULAR,35905,OTHER,88,"$125,473.60","$97,284.50"
CARDIOVASCULAR,35905,TOTAL,113,"$130,219.53","$101,005.28"
CARDIOVASCULAR,35907,80S,68,"$20,405.93","$15,988.94"
CARDIOVASCULAR,35907,OTHER,288,"$499,766.85","$390,106.99"
CARDIOVASCULAR,35907,TOTAL,356,"$520,172.78","$406,095.93"
CARDIOVASCULAR,36000,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36000,OTHER,N/A,$0.00,$0.00
CARDIOVASCULAR,36000,TOTAL,N/A,$0.00,$0.00
CARDIOVASCULAR,36002,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36002,OTHER,"4,958","$541,481.65","$419,422.59"
CARDIOVASCULAR,36002,TOTAL,"4,958","$541,481.65","$419,422.59"
CARDIOVASCULAR,36005,80S,14,$371.19,$290.96
CARDIOVASCULAR,36005,SG,N/A,$0.00,$0.00
CARDIOVASCULAR,36005,OTHER,"23,891","$2,774,824.35","$2,138,314.13"
CARDIOVASCULAR,36005,TOTAL,"23,905","$2,775,195.54","$2,138,605.09"
CARDIOVASCULAR,36010,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36010,OTHER,"14,829","$2,121,027.30","$1,651,804.75"
CARDIOVASCULAR,36010,TOTAL,"14,829","$2,121,027.30","$1,651,804.75"
CARDIOVASCULAR,36011,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36011,OTHER,"11,694","$3,169,507.10","$2,447,676.04"
CARDIOVASCULAR,36011,TOTAL,"11,694","$3,169,507.10","$2,447,676.04"
CARDIOVASCULAR,36012,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36012,OTHER,"9,152","$2,610,997.21","$2,015,492.29"
CARDIOVASCULAR,36012,TOTAL,"9,152","$2,610,997.21","$2,015,492.29"
CARDIOVASCULAR,36013,OTHER,610,"$61,120.93","$47,534.44"
CARDIOVASCULAR,36013,TOTAL,610,"$61,120.93","$47,534.44"
CARDIOVASCULAR,36014,OTHER,"2,606","$306,968.05","$237,665.49"
CARDIOVASCULAR,36014,TOTAL,"2,606","$306,968.05","$237,665.49"
CARDIOVASCULAR,36015,OTHER,"1,912","$233,947.94","$182,191.38"
CARDIOVASCULAR,36015,TOTAL,"1,912","$233,947.94","$182,191.38"
CARDIOVASCULAR,36100,OTHER,196,"$20,542.89","$16,022.14"
CARDIOVASCULAR,36100,TOTAL,196,"$20,542.89","$16,022.14"
CARDIOVASCULAR,36140,80S,N/A,$16.46,$12.90
CARDIOVASCULAR,36140,SG,N/A,$0.00,$0.00
CARDIOVASCULAR,36140,OTHER,"21,332","$3,092,488.69","$2,408,159.26"
CARDIOVASCULAR,36140,TOTAL,"21,334","$3,092,505.15","$2,408,172.16"
CARDIOVASCULAR,36160,OTHER,379,"$41,956.45","$32,812.62"
CARDIOVASCULAR,36160,TOTAL,379,"$41,956.45","$32,812.62"
CARDIOVASCULAR,36200,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36200,OTHER,"25,500","$4,293,734.03","$3,321,400.25"
CARDIOVASCULAR,36200,TOTAL,"25,500","$4,293,734.03","$3,321,400.25"
CARDIOVASCULAR,36215,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36215,SG,N/A,$0.00,$0.00
CARDIOVASCULAR,36215,OTHER,"46,942","$19,351,992.39","$15,108,995.88"
CARDIOVASCULAR,36215,TOTAL,"46,942","$19,351,992.39","$15,108,995.88"
CARDIOVASCULAR,36216,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36216,OTHER,"4,570","$1,441,475.63","$1,118,248.34"
CARDIOVASCULAR,36216,TOTAL,"4,570","$1,441,475.63","$1,118,248.34"
CARDIOVASCULAR,36217,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36217,OTHER,"4,210","$1,612,378.80","$1,253,946.39"
CARDIOVASCULAR,36217,TOTAL,"4,210","$1,612,378.80","$1,253,946.39"
CARDIOVASCULAR,36218,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36218,OTHER,"1,659","$114,416.13","$89,006.18"
CARDIOVASCULAR,36218,TOTAL,"1,659","$114,416.13","$89,006.18"
CARDIOVASCULAR,36221,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36221,OTHER,"2,388","$494,095.57","$382,030.48"
CARDIOVASCULAR,36221,TOTAL,"2,388","$494,095.57","$382,030.48"
CARDIOVASCULAR,36222,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36222,OTHER,"5,873","$2,320,445.28","$1,798,267.93"
CARDIOVASCULAR,36222,TOTAL,"5,873","$2,320,445.28","$1,798,267.93"
CARDIOVASCULAR,36223,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36223,OTHER,"19,402","$8,198,263.35","$6,355,356.46"
CARDIOVASCULAR,36223,TOTAL,"19,402","$8,198,263.35","$6,355,356.46"
CARDIOVASCULAR,36224,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36224,OTHER,"23,366","$10,385,138.50","$8,014,347.48"
CARDIOVASCULAR,36224,TOTAL,"23,366","$10,385,138.50","$8,014,347.48"
CARDIOVASCULAR,36225,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36225,OTHER,"9,158","$2,762,689.07","$2,147,323.91"
CARDIOVASCULAR,36225,TOTAL,"9,158","$2,762,689.07","$2,147,323.91"
CARDIOVASCULAR,36226,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36226,OTHER,"23,666","$7,350,551.46","$5,696,713.03"
CARDIOVASCULAR,36226,TOTAL,"23,666","$7,350,551.46","$5,696,713.03"
CARDIOVASCULAR,36227,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36227,OTHER,"8,019","$1,308,587.10","$1,019,140.35"
CARDIOVASCULAR,36227,TOTAL,"8,019","$1,308,587.10","$1,019,140.35"
CARDIOVASCULAR,36228,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36228,OTHER,"2,222","$648,741.18","$506,667.47"
CARDIOVASCULAR,36228,TOTAL,"2,222","$648,741.18","$506,667.47"
CARDIOVASCULAR,36245,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36245,OTHER,"42,172","$10,660,456.67","$8,287,692.61"
CARDIOVASCULAR,36245,TOTAL,"42,172","$10,660,456.67","$8,287,692.61"
CARDIOVASCULAR,36246,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36246,OTHER,"37,028","$10,459,220.26","$8,110,990.04"
CARDIOVASCULAR,36246,TOTAL,"37,028","$10,459,220.26","$8,110,990.04"
CARDIOVASCULAR,36247,80S,N/A,$402.46,$313.33
CARDIOVASCULAR,36247,OTHER,"65,743","$27,493,154.19","$21,393,096.36"
CARDIOVASCULAR,36247,TOTAL,"65,747","$27,493,556.65","$21,393,409.69"
CARDIOVASCULAR,36248,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36248,OTHER,"28,129","$1,885,421.75","$1,469,635.91"
CARDIOVASCULAR,36248,TOTAL,"28,129","$1,885,421.75","$1,469,635.91"
CARDIOVASCULAR,36251,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36251,OTHER,"3,829","$971,358.36","$752,578.17"
CARDIOVASCULAR,36251,TOTAL,"3,829","$971,358.36","$752,578.17"
CARDIOVASCULAR,36252,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36252,OTHER,"8,680","$4,084,472.18","$3,172,266.48"
CARDIOVASCULAR,36252,TOTAL,"8,680","$4,084,472.18","$3,172,266.48"
CARDIOVASCULAR,36253,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,36253,OTHER,"1,528","$422,344.10","$328,692.55"
CARDIOVASCULAR,36253,TOTAL,"1,528","$422,344.10","$328,692.55"
CARDIOVASCULAR,36254,OTHER,178,"$138,361.56","$106,796.90"
CARDIOVASCULAR,36254,TOTAL,178,"$138,361.56","$106,796.90"
CARDIOVASCULAR,36260,OTHER,40,"$18,422.42","$14,437.84"
CARDIOVASCULAR,36260,TOTAL,40,"$18,422.42","$14,437.84"
CARDIOVASCULAR,36261,OTHER,N/A,"$1,654.91",$980.17
CARDIOVASCULAR,36261,TOTAL,N/A,"$1,654.91",$980.17
CARDIOVASCULAR,36262,OTHER,22,"$7,683.60","$5,749.72"
CARDIOVASCULAR,36262,TOTAL,22,"$7,683.60","$5,749.72"
CARDIOVASCULAR,36299,OTHER,363,"$48,193.65","$37,215.22"
CARDIOVASCULAR,36299,TOTAL,363,"$48,193.65","$37,215.22"
CARDIOVASCULAR,36400,OTHER,N/A,$18.71,$14.67
CARDIOVASCULAR,36400,TOTAL,N/A,$18.71,$14.67
CARDIOVASCULAR,36405,OTHER,N/A,$0.00,$0.00
CARDIOVASCULAR,36405,TOTAL,N/A,$0.00,$0.00
CARDIOVASCULAR,36406,OTHER,N/A,$0.00,$0.00
