CPT only copyright 2017 American Medical Association. All rights reserved.,,,,,,,,
,,,,,,,,
"""2017 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17926,,,,,,,,
CARDIOVASCULAR,35518,80S,N/A,$661.93,$518.95,,,
CARDIOVASCULAR,35518,OTHER,N/A,"$9,378.53","$7,352.77",,,
CARDIOVASCULAR,35518,TOTAL,14,"$10,040.46","$7,871.72",,,
CARDIOVASCULAR,35521,80S,12,"$2,138.42","$1,669.51",,,
CARDIOVASCULAR,35521,OTHER,33,"$34,061.22","$26,651.87",,,
CARDIOVASCULAR,35521,TOTAL,45,"$36,199.64","$28,321.38",,,
CARDIOVASCULAR,35522,80S,15,"$2,591.20","$2,013.35",,,
CARDIOVASCULAR,35522,OTHER,97,"$119,481.01","$92,961.60",,,
CARDIOVASCULAR,35522,TOTAL,112,"$122,072.21","$94,974.95",,,
CARDIOVASCULAR,35523,80S,32,"$6,191.05","$4,847.11",,,
CARDIOVASCULAR,35523,OTHER,128,"$160,221.14","$122,514.81",,,
CARDIOVASCULAR,35523,TOTAL,160,"$166,412.19","$127,361.92",,,
CARDIOVASCULAR,35525,80S,27,"$4,516.35","$3,519.60",,,
CARDIOVASCULAR,35525,OTHER,135,"$155,881.22","$121,669.99",,,
CARDIOVASCULAR,35525,TOTAL,162,"$160,397.57","$125,189.59",,,
CARDIOVASCULAR,35526,80S,N/A,$249.83,$195.86,,,
CARDIOVASCULAR,35526,OTHER,N/A,"$10,448.59","$8,144.05",,,
CARDIOVASCULAR,35526,TOTAL,N/A,"$10,698.42","$8,339.91",,,
CARDIOVASCULAR,35531,80S,20,"$6,120.54","$4,793.58",,,
CARDIOVASCULAR,35531,OTHER,62,"$125,496.24","$97,998.10",,,
CARDIOVASCULAR,35531,TOTAL,82,"$131,616.78","$102,791.68",,,
CARDIOVASCULAR,35533,80S,11,"$2,611.83","$2,043.86",,,
CARDIOVASCULAR,35533,OTHER,28,"$42,000.66","$32,747.64",,,
CARDIOVASCULAR,35533,TOTAL,39,"$44,612.49","$34,791.50",,,
CARDIOVASCULAR,35535,80S,N/A,$323.40,$253.55,,,
CARDIOVASCULAR,35535,OTHER,13,"$23,935.32","$18,733.24",,,
CARDIOVASCULAR,35535,TOTAL,14,"$24,258.72","$18,986.79",,,
CARDIOVASCULAR,35536,OTHER,N/A,"$3,469.61","$2,720.18",,,
CARDIOVASCULAR,35536,TOTAL,N/A,"$3,469.61","$2,720.18",,,
CARDIOVASCULAR,35537,80S,N/A,"$1,439.17","$1,128.32",,,
CARDIOVASCULAR,35537,OTHER,11,"$22,866.14","$17,892.12",,,
CARDIOVASCULAR,35537,TOTAL,15,"$24,305.31","$19,020.44",,,
CARDIOVASCULAR,35538,80S,N/A,"$1,185.22",$929.21,,,
CARDIOVASCULAR,35538,OTHER,16,"$33,460.43","$26,625.69",,,
CARDIOVASCULAR,35538,TOTAL,19,"$34,645.65","$27,554.90",,,
CARDIOVASCULAR,35539,80S,N/A,$896.46,$702.81,,,
CARDIOVASCULAR,35539,OTHER,13,"$28,301.89","$23,146.81",,,
CARDIOVASCULAR,35539,TOTAL,16,"$29,198.35","$23,849.62",,,
CARDIOVASCULAR,35540,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,35540,OTHER,50,"$124,890.78","$97,852.68",,,
CARDIOVASCULAR,35540,TOTAL,50,"$124,890.78","$97,852.68",,,
CARDIOVASCULAR,35556,80S,905,"$189,580.49","$147,683.70",,,
CARDIOVASCULAR,35556,OTHER,"2,940","$4,187,284.30","$3,264,785.56",,,
CARDIOVASCULAR,35556,TOTAL,"3,845","$4,376,864.79","$3,412,469.26",,,
CARDIOVASCULAR,35558,80S,66,"$11,835.57","$9,178.13",,,
CARDIOVASCULAR,35558,OTHER,253,"$289,700.06","$225,561.99",,,
CARDIOVASCULAR,35558,TOTAL,319,"$301,535.63","$234,740.12",,,
CARDIOVASCULAR,35560,80S,N/A,"$1,290.42","$1,011.68",,,
CARDIOVASCULAR,35560,OTHER,13,"$16,042.33","$12,577.17",,,
CARDIOVASCULAR,35560,TOTAL,20,"$17,332.75","$13,588.85",,,
CARDIOVASCULAR,35563,OTHER,N/A,"$7,810.34","$6,075.45",,,
CARDIOVASCULAR,35563,TOTAL,N/A,"$7,810.34","$6,075.45",,,
CARDIOVASCULAR,35565,80S,39,"$7,895.84","$6,175.00",,,
CARDIOVASCULAR,35565,OTHER,161,"$203,751.03","$158,653.13",,,
CARDIOVASCULAR,35565,TOTAL,200,"$211,646.87","$164,828.13",,,
CARDIOVASCULAR,35566,80S,856,"$218,800.54","$170,329.90",,,
CARDIOVASCULAR,35566,OTHER,"2,922","$5,001,198.34","$3,894,962.88",,,
CARDIOVASCULAR,35566,TOTAL,"3,778","$5,219,998.88","$4,065,292.78",,,
CARDIOVASCULAR,35570,80S,24,"$5,426.08","$4,254.05",,,
CARDIOVASCULAR,35570,OTHER,87,"$128,019.24","$97,725.26",,,
CARDIOVASCULAR,35570,TOTAL,111,"$133,445.32","$101,979.31",,,
CARDIOVASCULAR,35571,80S,297,"$59,911.41","$46,395.35",,,
CARDIOVASCULAR,35571,OTHER,"1,168","$1,590,069.22","$1,235,868.47",,,
CARDIOVASCULAR,35571,TOTAL,"1,465","$1,649,980.63","$1,282,263.82",,,
CARDIOVASCULAR,35572,80S,164,"$8,923.01","$6,870.41",,,
CARDIOVASCULAR,35572,OTHER,450,"$161,440.97","$125,353.74",,,
CARDIOVASCULAR,35572,TOTAL,614,"$170,363.98","$132,224.15",,,
CARDIOVASCULAR,35583,80S,250,"$54,696.88","$42,869.69",,,
CARDIOVASCULAR,35583,OTHER,850,"$1,250,162.63","$970,303.67",,,
CARDIOVASCULAR,35583,TOTAL,"1,100","$1,304,859.51","$1,013,173.36",,,
CARDIOVASCULAR,35585,80S,301,"$76,995.97","$59,863.70",,,
CARDIOVASCULAR,35585,OTHER,926,"$1,594,500.64","$1,240,986.86",,,
CARDIOVASCULAR,35585,TOTAL,"1,227","$1,671,496.61","$1,300,850.56",,,
CARDIOVASCULAR,35587,80S,21,"$4,450.57","$3,548.29",,,
CARDIOVASCULAR,35587,OTHER,121,"$167,954.28","$131,654.53",,,
CARDIOVASCULAR,35587,TOTAL,142,"$172,404.85","$135,202.82",,,
CARDIOVASCULAR,35600,80S,898,"$34,051.95","$26,470.29",,,
CARDIOVASCULAR,35600,OTHER,"1,732","$457,936.16","$354,585.75",,,
CARDIOVASCULAR,35600,TOTAL,"2,630","$491,988.11","$381,056.04",,,
CARDIOVASCULAR,35601,80S,32,"$6,796.52","$5,372.66",,,
CARDIOVASCULAR,35601,OTHER,134,"$187,555.81","$148,209.48",,,
CARDIOVASCULAR,35601,TOTAL,166,"$194,352.33","$153,582.14",,,
CARDIOVASCULAR,35606,80S,226,"$37,641.42","$29,022.82",,,
CARDIOVASCULAR,35606,OTHER,778,"$835,036.06","$650,873.55",,,
CARDIOVASCULAR,35606,TOTAL,"1,004","$872,677.48","$679,896.37",,,
CARDIOVASCULAR,35612,80S,N/A,$657.87,$515.77,,,
CARDIOVASCULAR,35612,OTHER,18,"$12,701.36","$9,922.20",,,
CARDIOVASCULAR,35612,TOTAL,24,"$13,359.23","$10,437.97",,,
CARDIOVASCULAR,35616,80S,N/A,$705.01,$552.72,,,
CARDIOVASCULAR,35616,OTHER,47,"$50,472.97","$38,123.54",,,
CARDIOVASCULAR,35616,TOTAL,52,"$51,177.98","$38,676.26",,,
CARDIOVASCULAR,35621,80S,142,"$22,753.25","$17,802.05",,,
CARDIOVASCULAR,35621,OTHER,543,"$570,049.87","$443,442.79",,,
CARDIOVASCULAR,35621,TOTAL,685,"$592,803.12","$461,244.84",,,
CARDIOVASCULAR,35623,80S,N/A,"$1,748.40","$1,370.75",,,
CARDIOVASCULAR,35623,OTHER,44,"$53,802.97","$40,989.95",,,
CARDIOVASCULAR,35623,TOTAL,53,"$55,551.37","$42,360.70",,,
CARDIOVASCULAR,35626,80S,105,"$16,371.82","$12,732.29",,,
CARDIOVASCULAR,35626,OTHER,328,"$326,176.57","$254,485.00",,,
CARDIOVASCULAR,35626,TOTAL,433,"$342,548.39","$267,217.29",,,
CARDIOVASCULAR,35631,80S,171,"$41,569.54","$32,435.71",,,
CARDIOVASCULAR,35631,OTHER,531,"$787,167.77","$612,047.12",,,
CARDIOVASCULAR,35631,TOTAL,702,"$828,737.31","$644,482.83",,,
CARDIOVASCULAR,35632,80S,11,"$1,904.74","$1,484.07",,,
CARDIOVASCULAR,35632,OTHER,30,"$31,404.43","$24,549.76",,,
CARDIOVASCULAR,35632,TOTAL,41,"$33,309.17","$26,033.83",,,
CARDIOVASCULAR,35633,80S,47,"$14,210.89","$11,091.42",,,
CARDIOVASCULAR,35633,OTHER,156,"$298,674.15","$233,657.74",,,
CARDIOVASCULAR,35633,TOTAL,203,"$312,885.04","$244,749.16",,,
CARDIOVASCULAR,35634,80S,N/A,"$2,626.65","$2,054.65",,,
CARDIOVASCULAR,35634,OTHER,41,"$68,547.84","$53,697.47",,,
CARDIOVASCULAR,35634,TOTAL,51,"$71,174.49","$55,752.12",,,
CARDIOVASCULAR,35636,80S,N/A,$281.70,$220.86,,,
CARDIOVASCULAR,35636,OTHER,N/A,"$7,470.60","$5,832.67",,,
CARDIOVASCULAR,35636,TOTAL,N/A,"$7,752.30","$6,053.53",,,
CARDIOVASCULAR,35637,80S,19,"$4,281.71","$3,352.48",,,
CARDIOVASCULAR,35637,OTHER,69,"$100,908.31","$78,895.92",,,
CARDIOVASCULAR,35637,TOTAL,88,"$105,190.02","$82,248.40",,,
CARDIOVASCULAR,35638,80S,77,"$18,172.20","$13,988.29",,,
CARDIOVASCULAR,35638,OTHER,199,"$311,548.94","$240,063.47",,,
CARDIOVASCULAR,35638,TOTAL,276,"$329,721.14","$254,051.76",,,
CARDIOVASCULAR,35645,80S,N/A,$83.77,$65.68,,,
CARDIOVASCULAR,35645,OTHER,N/A,"$2,607.83","$2,028.10",,,
CARDIOVASCULAR,35645,TOTAL,N/A,"$2,691.60","$2,093.78",,,
CARDIOVASCULAR,35646,80S,629,"$161,540.89","$125,016.99",,,
CARDIOVASCULAR,35646,OTHER,"1,451","$2,396,752.71","$1,854,868.25",,,
CARDIOVASCULAR,35646,TOTAL,"2,080","$2,558,293.60","$1,979,885.24",,,
CARDIOVASCULAR,35647,80S,42,"$8,907.53","$6,968.47",,,
CARDIOVASCULAR,35647,OTHER,172,"$228,706.87","$178,287.87",,,
CARDIOVASCULAR,35647,TOTAL,214,"$237,614.40","$185,256.34",,,
CARDIOVASCULAR,35650,80S,20,"$2,817.83","$2,206.54",,,
CARDIOVASCULAR,35650,OTHER,70,"$69,743.83","$54,298.79",,,
CARDIOVASCULAR,35650,TOTAL,90,"$72,561.66","$56,505.33",,,
CARDIOVASCULAR,35654,80S,279,"$57,020.14","$44,482.68",,,
CARDIOVASCULAR,35654,OTHER,804,"$1,061,003.84","$822,119.26",,,
CARDIOVASCULAR,35654,TOTAL,"1,083","$1,118,023.98","$866,601.94",,,
CARDIOVASCULAR,35656,80S,"1,706","$258,617.38","$200,360.20",,,
CARDIOVASCULAR,35656,OTHER,"6,037","$6,231,824.99","$4,845,035.94",,,
CARDIOVASCULAR,35656,TOTAL,"7,743","$6,490,442.37","$5,045,396.14",,,
CARDIOVASCULAR,35661,80S,888,"$131,062.70","$101,938.75",,,
CARDIOVASCULAR,35661,OTHER,"2,936","$2,884,269.80","$2,242,272.88",,,
CARDIOVASCULAR,35661,TOTAL,"3,824","$3,015,332.50","$2,344,211.63",,,
CARDIOVASCULAR,35663,80S,15,"$2,222.44","$1,670.68",,,
CARDIOVASCULAR,35663,OTHER,62,"$61,284.96","$47,814.77",,,
CARDIOVASCULAR,35663,TOTAL,77,"$63,507.40","$49,485.45",,,
CARDIOVASCULAR,35665,80S,310,"$47,834.40","$36,560.29",,,
CARDIOVASCULAR,35665,OTHER,"1,125","$1,176,311.91","$912,560.45",,,
CARDIOVASCULAR,35665,TOTAL,"1,435","$1,224,146.31","$949,120.74",,,
CARDIOVASCULAR,35666,80S,559,"$107,196.84","$83,074.28",,,
CARDIOVASCULAR,35666,OTHER,"2,062","$2,637,229.50","$2,056,043.51",,,
CARDIOVASCULAR,35666,TOTAL,"2,621","$2,744,426.34","$2,139,117.79",,,
CARDIOVASCULAR,35671,80S,47,"$7,603.66","$5,883.87",,,
CARDIOVASCULAR,35671,OTHER,170,"$184,148.99","$144,302.86",,,
CARDIOVASCULAR,35671,TOTAL,217,"$191,752.65","$150,186.73",,,
CARDIOVASCULAR,35681,80S,65,$807.32,$622.84,,,
CARDIOVASCULAR,35681,OTHER,288,"$24,721.51","$19,247.41",,,
CARDIOVASCULAR,35681,TOTAL,353,"$25,528.83","$19,870.25",,,
CARDIOVASCULAR,35682,80S,19,"$1,025.96",$762.98,,,
CARDIOVASCULAR,35682,OTHER,257,"$93,698.92","$72,857.84",,,
CARDIOVASCULAR,35682,TOTAL,276,"$94,724.88","$73,620.82",,,
CARDIOVASCULAR,35683,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,35683,OTHER,23,"$9,856.28","$7,407.68",,,
CARDIOVASCULAR,35683,TOTAL,23,"$9,856.28","$7,407.68",,,
CARDIOVASCULAR,35685,80S,74,"$2,278.17","$1,780.63",,,
CARDIOVASCULAR,35685,OTHER,388,"$82,266.54","$64,548.84",,,
CARDIOVASCULAR,35685,TOTAL,462,"$84,544.71","$66,329.47",,,
CARDIOVASCULAR,35686,80S,11,$262.24,$204.78,,,
CARDIOVASCULAR,35686,OTHER,53,"$9,073.54","$6,940.32",,,
CARDIOVASCULAR,35686,TOTAL,64,"$9,335.78","$7,145.10",,,
CARDIOVASCULAR,35691,80S,N/A,$832.65,$651.11,,,
CARDIOVASCULAR,35691,OTHER,40,"$26,537.11","$20,054.81",,,
CARDIOVASCULAR,35691,TOTAL,48,"$27,369.76","$20,705.92",,,
CARDIOVASCULAR,35693,80S,N/A,$116.80,$91.57,,,
CARDIOVASCULAR,35693,OTHER,N/A,"$2,539.82","$1,750.62",,,
CARDIOVASCULAR,35693,TOTAL,N/A,"$2,656.62","$1,842.19",,,
CARDIOVASCULAR,35694,80S,15,"$2,169.87","$1,688.05",,,
CARDIOVASCULAR,35694,OTHER,51,"$46,499.25","$36,315.96",,,
CARDIOVASCULAR,35694,TOTAL,66,"$48,669.12","$38,004.01",,,
CARDIOVASCULAR,35695,80S,N/A,$813.45,$634.67,,,
CARDIOVASCULAR,35695,OTHER,22,"$16,741.18","$13,105.85",,,
CARDIOVASCULAR,35695,TOTAL,28,"$17,554.63","$13,740.52",,,
CARDIOVASCULAR,35697,80S,67,"$1,585.02","$1,222.52",,,
CARDIOVASCULAR,35697,OTHER,208,"$30,829.62","$23,852.58",,,
CARDIOVASCULAR,35697,TOTAL,275,"$32,414.64","$25,075.10",,,
CARDIOVASCULAR,35700,80S,468,"$10,788.77","$8,398.72",,,
CARDIOVASCULAR,35700,OTHER,"1,806","$286,109.49","$222,980.83",,,
CARDIOVASCULAR,35700,TOTAL,"2,274","$296,898.26","$231,379.55",,,
CARDIOVASCULAR,35701,80S,64,"$3,961.46","$3,105.71",,,
CARDIOVASCULAR,35701,OTHER,671,"$250,005.43","$195,025.00",,,
CARDIOVASCULAR,35701,TOTAL,735,"$253,966.89","$198,130.71",,,
CARDIOVASCULAR,35721,80S,108,"$5,553.83","$4,297.02",,,
CARDIOVASCULAR,35721,OTHER,570,"$201,676.41","$155,821.62",,,
CARDIOVASCULAR,35721,TOTAL,678,"$207,230.24","$160,118.64",,,
CARDIOVASCULAR,35741,80S,48,"$2,526.55","$1,980.13",,,
CARDIOVASCULAR,35741,OTHER,220,"$84,854.84","$65,375.27",,,
CARDIOVASCULAR,35741,TOTAL,268,"$87,381.39","$67,355.40",,,
CARDIOVASCULAR,35761,80S,229,"$9,700.11","$7,341.46",,,
CARDIOVASCULAR,35761,SG,N/A,"$1,219.65",$956.21,,,
CARDIOVASCULAR,35761,OTHER,"1,832","$538,629.69","$417,409.69",,,
CARDIOVASCULAR,35761,TOTAL,"2,062","$549,549.45","$425,707.36",,,
CARDIOVASCULAR,35800,80S,165,"$16,117.97","$12,644.63",,,
CARDIOVASCULAR,35800,OTHER,"1,320","$812,849.21","$633,278.62",,,
CARDIOVASCULAR,35800,TOTAL,"1,485","$828,967.18","$645,923.25",,,
CARDIOVASCULAR,35820,80S,"1,313","$374,936.98","$291,712.48",,,
CARDIOVASCULAR,35820,OTHER,"4,156","$7,382,704.70","$5,739,606.26",,,
CARDIOVASCULAR,35820,TOTAL,"5,469","$7,757,641.68","$6,031,318.74",,,
CARDIOVASCULAR,35840,80S,211,"$38,440.76","$29,815.58",,,
CARDIOVASCULAR,35840,OTHER,"1,146","$1,197,588.41","$931,713.28",,,
CARDIOVASCULAR,35840,TOTAL,"1,357","$1,236,029.17","$961,528.86",,,
CARDIOVASCULAR,35860,80S,319,"$36,568.90","$28,550.13",,,
CARDIOVASCULAR,35860,OTHER,"2,927","$2,207,735.81","$1,716,841.13",,,
CARDIOVASCULAR,35860,TOTAL,"3,246","$2,244,304.71","$1,745,391.26",,,
CARDIOVASCULAR,35870,80S,N/A,$798.06,$625.69,,,
CARDIOVASCULAR,35870,OTHER,28,"$24,598.10","$19,197.03",,,
CARDIOVASCULAR,35870,TOTAL,33,"$25,396.16","$19,822.72",,,
CARDIOVASCULAR,35875,80S,N/A,$45.82,$35.93,,,
CARDIOVASCULAR,35875,OTHER,"1,810","$884,589.58","$687,914.18",,,
CARDIOVASCULAR,35875,TOTAL,"1,811","$884,635.40","$687,950.11",,,
CARDIOVASCULAR,35876,80S,258,"$32,087.88","$25,094.46",,,
CARDIOVASCULAR,35876,OTHER,"1,124","$913,508.24","$711,352.13",,,
CARDIOVASCULAR,35876,TOTAL,"1,382","$945,596.12","$736,446.59",,,
CARDIOVASCULAR,35879,80S,63,"$7,633.32","$5,976.90",,,
CARDIOVASCULAR,35879,OTHER,258,"$215,189.52","$167,215.91",,,
CARDIOVASCULAR,35879,TOTAL,321,"$222,822.84","$173,192.81",,,
CARDIOVASCULAR,35881,80S,43,"$6,092.60","$4,737.16",,,
CARDIOVASCULAR,35881,OTHER,194,"$184,028.79","$142,075.51",,,
CARDIOVASCULAR,35881,TOTAL,237,"$190,121.39","$146,812.67",,,
CARDIOVASCULAR,35883,80S,105,"$18,021.23","$14,119.52",,,
CARDIOVASCULAR,35883,OTHER,424,"$496,635.13","$386,317.36",,,
CARDIOVASCULAR,35883,TOTAL,529,"$514,656.36","$400,436.88",,,
CARDIOVASCULAR,35884,80S,N/A,"$1,159.09",$908.72,,,
CARDIOVASCULAR,35884,OTHER,37,"$43,616.74","$34,106.40",,,
CARDIOVASCULAR,35884,TOTAL,43,"$44,775.83","$35,015.12",,,
CARDIOVASCULAR,35901,80S,12,$728.44,$571.09,,,
CARDIOVASCULAR,35901,OTHER,89,"$32,510.87","$25,163.94",,,
CARDIOVASCULAR,35901,TOTAL,101,"$33,239.31","$25,735.03",,,
CARDIOVASCULAR,35903,80S,895,"$61,547.47","$47,695.33",,,
CARDIOVASCULAR,35903,SG,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,35903,OTHER,"6,920","$3,351,620.75","$2,607,761.58",,,
CARDIOVASCULAR,35903,TOTAL,"7,815","$3,413,168.22","$2,655,456.91",,,
CARDIOVASCULAR,35905,80S,26,"$5,380.46","$4,213.78",,,
CARDIOVASCULAR,35905,OTHER,90,"$127,594.62","$99,711.80",,,
CARDIOVASCULAR,35905,TOTAL,116,"$132,975.08","$103,925.58",,,
CARDIOVASCULAR,35907,80S,72,"$21,107.83","$16,542.88",,,
CARDIOVASCULAR,35907,OTHER,293,"$507,687.06","$396,963.11",,,
CARDIOVASCULAR,35907,TOTAL,365,"$528,794.89","$413,505.99",,,
CARDIOVASCULAR,36000,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36000,OTHER,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36000,TOTAL,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36002,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36002,OTHER,"5,218","$568,826.96","$441,151.89",,,
CARDIOVASCULAR,36002,TOTAL,"5,218","$568,826.96","$441,151.89",,,
CARDIOVASCULAR,36005,80S,N/A,$191.60,$150.25,,,
CARDIOVASCULAR,36005,SG,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36005,OTHER,"24,977","$3,018,458.17","$2,328,245.10",,,
CARDIOVASCULAR,36005,TOTAL,"24,987","$3,018,649.77","$2,328,395.35",,,
CARDIOVASCULAR,36010,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36010,OTHER,"14,545","$1,904,295.42","$1,487,076.25",,,
CARDIOVASCULAR,36010,TOTAL,"14,545","$1,904,295.42","$1,487,076.25",,,
CARDIOVASCULAR,36011,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36011,OTHER,"12,958","$3,628,589.44","$2,855,997.67",,,
CARDIOVASCULAR,36011,TOTAL,"12,958","$3,628,589.44","$2,855,997.67",,,
CARDIOVASCULAR,36012,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36012,OTHER,"9,138","$2,520,766.18","$1,976,898.35",,,
CARDIOVASCULAR,36012,TOTAL,"9,138","$2,520,766.18","$1,976,898.35",,,
CARDIOVASCULAR,36013,OTHER,667,"$70,116.37","$54,341.70",,,
CARDIOVASCULAR,36013,TOTAL,667,"$70,116.37","$54,341.70",,,
CARDIOVASCULAR,36014,OTHER,"2,610","$304,390.03","$236,118.76",,,
CARDIOVASCULAR,36014,TOTAL,"2,610","$304,390.03","$236,118.76",,,
CARDIOVASCULAR,36015,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36015,OTHER,"1,556","$188,086.34","$146,420.17",,,
CARDIOVASCULAR,36015,TOTAL,"1,556","$188,086.34","$146,420.17",,,
CARDIOVASCULAR,36100,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36100,OTHER,261,"$26,996.16","$20,993.34",,,
CARDIOVASCULAR,36100,TOTAL,261,"$26,996.16","$20,993.34",,,
CARDIOVASCULAR,36120,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36120,SG,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36120,OTHER,"1,795","$212,533.91","$166,852.01",,,
CARDIOVASCULAR,36120,TOTAL,"1,795","$212,533.91","$166,852.01",,,
CARDIOVASCULAR,36140,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36140,OTHER,"19,641","$2,669,049.56","$2,074,235.23",,,
CARDIOVASCULAR,36140,TOTAL,"19,641","$2,669,049.56","$2,074,235.23",,,
CARDIOVASCULAR,36147,OTHER,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36147,TOTAL,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36160,OTHER,411,"$48,381.60","$37,718.05",,,
CARDIOVASCULAR,36160,TOTAL,411,"$48,381.60","$37,718.05",,,
CARDIOVASCULAR,36200,80S,N/A,$36.68,$28.75,,,
CARDIOVASCULAR,36200,OTHER,"44,303","$6,070,459.63","$4,706,862.10",,,
CARDIOVASCULAR,36200,TOTAL,"44,304","$6,070,496.31","$4,706,890.85",,,
CARDIOVASCULAR,36215,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36215,SG,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36215,OTHER,"47,829","$23,780,752.43","$18,854,869.17",,,
CARDIOVASCULAR,36215,TOTAL,"47,829","$23,780,752.43","$18,854,869.17",,,
CARDIOVASCULAR,36216,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36216,OTHER,"4,540","$1,465,938.36","$1,152,719.29",,,
CARDIOVASCULAR,36216,TOTAL,"4,540","$1,465,938.36","$1,152,719.29",,,
CARDIOVASCULAR,36217,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36217,OTHER,"4,112","$1,629,010.80","$1,272,985.93",,,
CARDIOVASCULAR,36217,TOTAL,"4,112","$1,629,010.80","$1,272,985.93",,,
CARDIOVASCULAR,36218,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36218,OTHER,"1,502","$97,742.25","$75,990.49",,,
CARDIOVASCULAR,36218,TOTAL,"1,502","$97,742.25","$75,990.49",,,
CARDIOVASCULAR,36221,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36221,OTHER,"2,567","$505,479.36","$390,397.97",,,
CARDIOVASCULAR,36221,TOTAL,"2,567","$505,479.36","$390,397.97",,,
CARDIOVASCULAR,36222,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36222,OTHER,"6,165","$2,382,171.01","$1,864,431.48",,,
CARDIOVASCULAR,36222,TOTAL,"6,165","$2,382,171.01","$1,864,431.48",,,
CARDIOVASCULAR,36223,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36223,OTHER,"19,710","$8,395,681.52","$6,587,722.23",,,
CARDIOVASCULAR,36223,TOTAL,"19,710","$8,395,681.52","$6,587,722.23",,,
CARDIOVASCULAR,36224,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36224,OTHER,"22,256","$9,662,756.78","$7,452,228.22",,,
CARDIOVASCULAR,36224,TOTAL,"22,256","$9,662,756.78","$7,452,228.22",,,
CARDIOVASCULAR,36225,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36225,OTHER,"9,466","$2,767,169.09","$2,159,349.10",,,
CARDIOVASCULAR,36225,TOTAL,"9,466","$2,767,169.09","$2,159,349.10",,,
CARDIOVASCULAR,36226,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36226,OTHER,"22,977","$7,486,949.96","$5,783,429.86",,,
CARDIOVASCULAR,36226,TOTAL,"22,977","$7,486,949.96","$5,783,429.86",,,
CARDIOVASCULAR,36227,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36227,OTHER,"7,480","$1,240,679.39","$963,846.58",,,
CARDIOVASCULAR,36227,TOTAL,"7,480","$1,240,679.39","$963,846.58",,,
CARDIOVASCULAR,36228,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36228,OTHER,"2,068","$570,221.96","$442,342.52",,,
CARDIOVASCULAR,36228,TOTAL,"2,068","$570,221.96","$442,342.52",,,
CARDIOVASCULAR,36245,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36245,OTHER,"42,771","$10,217,441.41","$7,959,724.45",,,
CARDIOVASCULAR,36245,TOTAL,"42,771","$10,217,441.41","$7,959,724.45",,,
CARDIOVASCULAR,36246,80S,N/A,$26.22,$20.56,,,
CARDIOVASCULAR,36246,OTHER,"37,738","$10,348,452.25","$8,061,377.48",,,
CARDIOVASCULAR,36246,TOTAL,"37,739","$10,348,478.47","$8,061,398.04",,,
CARDIOVASCULAR,36247,80S,N/A,$46.28,$36.28,,,
CARDIOVASCULAR,36247,OTHER,"64,939","$26,272,089.20","$20,493,343.77",,,
CARDIOVASCULAR,36247,TOTAL,"64,940","$26,272,135.48","$20,493,380.05",,,
CARDIOVASCULAR,36248,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36248,OTHER,"25,671","$1,573,612.84","$1,227,480.08",,,
CARDIOVASCULAR,36248,TOTAL,"25,671","$1,573,612.84","$1,227,480.08",,,
CARDIOVASCULAR,36251,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,36251,OTHER,"3,860","$968,084.05","$756,733.13",,,
CARDIOVASCULAR,36251,TOTAL,"3,860","$968,084.05","$756,733.13",,,
